signature,size,buggy_gen,state+fault,interval,commits,churn
proposal/myrmidon/src/todo/org/apache/tools/todo/taskdefs/clearcase/CCCheckout.java^411^436+proposal/myrmidon/src/todo/org/apache/tools/todo/taskdefs/clearcase/CCUnCheckout.java^115^140,26,False,C_N,D_N,c42fc5d^b641058,14
proposal/sandbox/input/src/main/org/apache/tools/ant/Project.java^1638^1648+src/main/org/apache/tools/ant/Project.java^1619^1629,11,False,I_N,M_N,bba7a96^944aa46,4
proposal/myrmidon/src/test/org/apache/myrmidon/components/configurer/test/DefaultConfigurerTestCase.java^771^791+proposal/myrmidon/src/testcases/org/apache/myrmidon/components/configurer/test/DefaultConfigurerTestCase.java^771^791,21,False,I_N,W_N,04744d1^a989b25,82
proposal/myrmidon/src/main/org/apache/tools/ant/types/Commandline.java^102^182+proposal/myrmidon/src/todo/org/apache/tools/ant/types/Commandline.java^102^182,81,False,I_N,M_N,a6ab023^f48a937,162
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/ejb/BorlandGenerateClient.java^153^177+proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/optional/ejb/BorlandGenerateClient.java^153^177,25,False,I_N,D_N,1a0e2e4^ca77bf7,4
proposal/myrmidon/src/java/org/apache/myrmidon/framework/exec/Environment.java^50^64+proposal/myrmidon/src/main/org/apache/tools/ant/types/SysProperties.java^104^118,15,False,I_N,D_N,d6f0a60^fccb323,15
src/main/org/apache/tools/ant/taskdefs/optional/extension/ExtensionSet.java^123^140+src/main/org/apache/tools/ant/types/PropertySet.java^551^568,18,False,I_N^I_N,YY_N^YY_N,14ea08b^9caeed5^1b76f1b,6^7
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/depend/JarFileIterator.java^33^77+proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/optional/depend/JarFileIterator.java^33^77,45,False,I_N,W_N,b8c5034^5f6832b,16
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Add.java^115^158+src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Add.java^109^142,44,False,I_N,Y_N,36a0800^71aa092,2
proposal/myrmidon/src/main/org/apache/tools/ant/types/RegularExpression.java^88^108+proposal/myrmidon/src/todo/org/apache/tools/ant/types/RegularExpression.java^88^108,21,False,I_N,M_N,30593c2^0c0ea74,42
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/ccm/Continuus.java^109^124+src/main/org/apache/tools/ant/taskdefs/optional/ccm/Continuus.java^124^135,16,False,I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N^I_N,D_N^W_N^D_N^M_N^W_N^M_N^M_N^W_N^D_N^D_N,b400039^d47f6c9^8fb5ee4^28dca40^a1db6f5^3fa5d5e^ad91082^f20fc56^e0f1ffa^ca77bf7^d09fc12,2^1^9^10^5^2^3^1^2^21
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJTask.java^43^57+src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJTask.java^86^95,15,False,C_N,M_N,d1064de^ee5b9c7,2
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCCheckin.java^324^351+src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCUpdate.java^128^155,28,False,I_N^I_N^I_N,D_N^M_N^M_N,30593c2^d47f6c9^c66f119^38dce34,2^8^2
proposal/myrmidon/src/todo/org/apache/tools/ant/NoBannerLogger.java^22^39+src/main/org/apache/tools/ant/NoBannerLogger.java^76^90,18,True,C_Y,D_Y,d1064de^0d470a5,4
proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/optional/junit/Xalan2Executor.java^27^39+src/main/org/apache/tools/ant/taskdefs/optional/junit/Xalan2Executor.java^71^81,13,False,I_N,M_N,b8c5034^4a63f3b,4
proposal/sandbox/filterreaders/src/main/org/apache/tools/ant/filters/PrefixLines.java^163^177+proposal/sandbox/filterreaders/src/main/org/apache/tools/ant/filters/StripLineBreaks.java^139^153,15,False,I_N,D_N,4ff6d32^ef4a110,30
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/XMLValidateTask.java^599^646+proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/optional/ejb/DescriptorHandler.java^253^302,50,False,C_N,D_N,d1064de^b3cc9d8,8
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/ejb/GenericDeploymentTool.java^378^391+proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/ejb/WebsphereDeploymentTool.java^620^647,28,False,C_N,D_N,d1064de^b3cc9d8,19
src/testcases/org/apache/tools/ant/BuildFileTest.java^310^323+src/testcases/org/apache/tools/ant/BuildFileTest.java^333^344,14,False,I_N,Y_N,29435d2^df25e85,4
src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java^157^170+src/main/org/apache/tools/ant/types/resources/selectors/ResourceSelectorContainer.java^110^126,17,False,C_N,YY_N,cf0368c^9caeed5,11
proposal/sandbox/filterreaders/src/main/org/apache/tools/ant/filters/ClassConstants.java^117^145+proposal/sandbox/filterreaders/src/main/org/apache/tools/ant/filters/ExpandProperties.java^104^129,29,False,I_N,W_N,ce2a2bc^f9bcdd7,35
proposal/myrmidon/src/todo/org/apache/tools/todo/util/regexp/JakartaRegexpMatcher.java^123^141+src/main/org/apache/tools/ant/util/regexp/JakartaRegexpMatcher.java^148^163,19,True,C_Y,M_Y,7fb3592^c4266e9,3
proposal/mutant/src/java/common/org/apache/ant/common/util/PathTokenizer.java^115^142+src/main/org/apache/tools/ant/PathTokenizer.java^122^150,29,True,I_N^I_N^I_Y^I_Y,W_N^W_N^Y_Y^Y_Y,f181fda^a91adaf^555a14e^0c253dc^ca91f8c,65^6^15^3
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/XalanLiaison.java^56^109+src/main/org/apache/tools/ant/taskdefs/optional/TraXLiaison.java^125^158,54,False,C_N,D_N,d1064de^b8c5034,9
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJWorkspaceScanner.java^95^111+proposal/myrmidon/src/todo/org/apache/tools/ant/DirectoryScanner.java^900^914,17,False,I_N^I_N,M_N^D_N,30593c2^3a4ce79^a6ab023,6^6
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSLABEL.java^322^375+src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSLABEL.java^127^175,54,False,I_N,Y_N,30593c2^38dce34,6
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/junit/XMLResultAggregator.java^196^219+proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovMerge.java^145^166,24,False,I_N^I_N^I_N,D_N^M_N^M_N,3404bac^4a63f3b^0c7462a^3946d31,18^4^6
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/MethodRefCPInfo.java^71^87+src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/MethodRefCPInfo.java^116^131,17,False,C_N^C_N^C_N,D_N^M_N^M_N,d1064de^b8c5034^624fb42^fff434e,4^2^3
src/main/org/apache/tools/ant/types/resources/FileResource.java^295^309+src/main/org/apache/tools/ant/types/resources/URLResource.java^309^323,15,False,I_N,YY_N,ad72b9a^592aa74,2
src/main/org/apache/tools/ant/types/AntFilterReader.java^163^176+src/main/org/apache/tools/ant/types/ArchiveFileSet.java^519^532,14,False,I_N^I_Y^I_N,W_N^YY_Y^D_N,cbe9978^a738000^da5f3bf^9caeed5,8^2^2
