signature,size,buggy_gen,state+fault,interval,commits,churn
installer/VariableGridLayout.java^246^299+org/gjt/sp/jedit/gui/VariableGridLayout.java^403^474,72,False,I_N^I_N,Y_N^M_N,96a9238^efd8d62^d4c6068,22^4
org/gjt/sp/jedit/PluginJAR.java^293^309+org/gjt/sp/jedit/PluginJAR.java^420^442,23,False,I_N^I_N,Y_N^YY_N,292dd6d^6864773^96b5765,35^23
org/gjt/sp/jedit/gui/EditAbbrevDialog.java^103^115+org/gjt/sp/jedit/gui/StyleEditor.java^165^177,13,False,I_N,Y_N,f7d72c3^ccca009,2
org/gjt/sp/jedit/io/BufferIORequest.java^269^305+org/gjt/sp/jedit/io/BufferIORequest.java^809^845,37,False,I_N,Y_N,bbab12b^91bac77,1
org/gjt/sp/jedit/buffer/OffsetManager.java^448^481+org/gjt/sp/jedit/buffer/OffsetManager.java^489^522,34,True,I_Y^I_N^I_N^I_Y,W_Y^D_N^YY_N^Y_Y,63eb27d^4158333^13168fa^e24246e^6d0eb76,101^103^15^22
org/gjt/sp/jedit/buffer/KillRing.java^97^124+org/gjt/sp/jedit/jEdit.java^3839^3862,28,True,I_Y^I_N,Y_Y^D_N,0e5baa3^0359cdc^7430485,47^8
org/gjt/sp/jedit/syntax/ParserRuleFactory.java^100^120+org/gjt/sp/jedit/syntax/ParserRuleFactory.java^125^145,21,False,C_N^I_N,Y_N^D_N,b8f3b33^6568f61^668da05,4^6
org/gjt/sp/jedit/options/BrowserColorsOptionPane.java^315^341+org/gjt/sp/jedit/options/ColorOptionPane.java^272^298,27,False,I_N^I_N,Y_N^D_N,47406d9^d8033ef^faef8b3,4^4
org/gjt/sp/jedit/gui/BufferOptions.java^66^94+org/gjt/sp/jedit/gui/PasteSpecialDialog.java^95^135,41,False,I_N,Y_N,bac9d5a^576de28,41
org/gjt/sp/jedit/bsh/NameSpace.java^1037^1056+org/gjt/sp/jedit/bsh/NameSpace.java^1066^1086,21,False,C_N,Y_N,e12da02^a74533f,41
org/gjt/sp/jedit/gui/AddModeDialog.java^78^102+org/gjt/sp/jedit/gui/FontSelectorDialog.java^233^256,25,False,I_N,Y_N,b37e141^ccca009,4
org/gjt/sp/jedit/gui/DockableWindowManager.java^171^192+org/gjt/sp/jedit/jEdit.java^3813^3834,22,False,I_N,Y_N,757c2f8^fa82ab7,22
org/gjt/sp/jedit/gui/FilteredListModel.java^111^127+org/gjt/sp/jedit/gui/FilteredTableModel.java^134^150,17,False,C_N,M_N,c955708^aaedfef,17
org/gjt/sp/jedit/gui/EditAbbrevDialog.java^100^108+org/gjt/sp/jedit/options/ToolBarOptionPane.java^534^542,9,False,I_N,W_N,f7d72c3^e02fbe6,13
org/gjt/sp/jedit/ServiceManager.java^110^131+org/gjt/sp/jedit/gui/DockableWindowManager.java^171^192,22,False,I_N,YY_N,156f231^fa82ab7,22
org/gjt/sp/jedit/options/EditingOptionPane.java^76^111+org/gjt/sp/jedit/options/ModeOptionPane.java^65^100,36,False,C_N,D_N,e278b78^f0b9fa6,35
org/gjt/sp/jedit/gui/ContextAddDialog.java^90^104+org/gjt/sp/jedit/options/StatusBarOptionPane.java^387^401,15,False,I_N,Y_N,6e2f58f^4d138d3,15
org/gjt/sp/jedit/jEdit.java^4065^4091+org/gjt/sp/jedit/jEdit.java^4099^4126,28,False,I_N,M_N,2e3a5f7^d09e688,60
org/jedit/options/OptionGroupPane.java^525^543+org/jedit/options/PluginOptionGroup.java^226^244,19,False,I_N,YY_N,39cc2fd^a11facd,38
org/gjt/sp/jedit/menu/EnhancedCheckBoxMenuItem.java^113^127+org/gjt/sp/jedit/menu/MarkersProvider.java^127^141,15,False,C_N,D_N,3bda930^117c692,2
org/gjt/sp/jedit/textarea/JEditTextArea.java^168^198+org/gjt/sp/jedit/textarea/TextArea.java^3213^3239,31,True,I_Y^I_N,W_Y^Y_N,40654c8^42b60d0^ba286c1,2^27
org/gjt/sp/jedit/gui/EnhancedCheckBoxMenuItem.java^88^106+org/gjt/sp/jedit/gui/EnhancedMenuItem.java^83^101,19,False,I_N,D_N,1a0e2eb^b094287,1
org/gjt/sp/jedit/options/StatusBarOptionPane.java^311^356+org/gjt/sp/jedit/options/ToolBarOptionPane.java^338^380,46,False,I_N,D_N,62f22d3^ea72825,6
org/gjt/sp/jedit/textarea/ColumnBlock.java^172^186+org/gjt/sp/jedit/textarea/ColumnBlock.java^378^392,15,False,I_N^I_N,YY_N^Y_N,9854ecc^6ee6469^576de28,23^28
org/gjt/sp/jedit/bufferio/BufferInsertRequest.java^91^124+org/gjt/sp/jedit/bufferio/BufferLoadRequest.java^103^142,40,False,I_N^I_N,YY_N^Y_N,55bc2df^e857eb6^09aa432,16^2
org/gjt/sp/jedit/browser/BrowserIORequest.java^215^241+org/gjt/sp/jedit/browser/BrowserIORequest.java^268^294,27,False,I_N,D_N,a5693f6^8a930f6,6
org/gjt/sp/jedit/GUIUtilities.java^690^719+org/gjt/sp/jedit/GUIUtilities.java^734^763,30,False,I_N,Y_N,3bda930^ea72825,4
org/gjt/sp/jedit/pluginmgr/InstallPluginsDialog.java^64^75+org/gjt/sp/jedit/pluginmgr/PluginManager.java^57^67,12,True,I_N^I_Y,M_N^D_Y,16e1a0e^a58f353^550e81b,6^2
org/gjt/sp/jedit/GUIUtilities.java^1730^1787+org/gjt/sp/jedit/textarea/TextArea.java^6323^6381,59,False,I_N,Y_N,369e221^ccca009,109
org/gjt/sp/jedit/gui/FilePropertiesDialog.java^169^185+org/gjt/sp/jedit/gui/FilePropertiesDialog.java^272^288,17,False,I_N,YY_N,e82368b^78ecab5,46
org/gjt/sp/jedit/gui/FontSelectorDialog.java^233^256+org/gjt/sp/jedit/gui/PasteSpecialDialog.java^95^133,39,False,C_N,YY_N,33df289^576de28,39
org/gjt/sp/jedit/MiscUtilities.java^1115^1137+org/gjt/sp/util/StandardUtilities.java^65^87,23,False,I_N^I_N,W_N^YY_N,7e452f6^c006829^4b32b25,21^4
org/gjt/sp/jedit/gui/KeyEventTranslator.java^222^240+org/gjt/sp/jedit/gui/KeyEventTranslator.java^279^297,19,False,C_N,Y_N,065f7d8^0013b3a,4
org/gjt/sp/jedit/gui/RecentDirectoriesMenu.java^45^78+org/gjt/sp/jedit/gui/RecentFilesMenu.java^45^77,34,False,I_N,D_N,9f33f6c^d76ecfc,2
org/jedit/options/PluginOptionGroup.java^204^222+org/jedit/options/PluginOptionGroup.java^226^244,19,False,I_N,YY_N,3222d73^a11facd,37
org/gjt/sp/jedit/textarea/Selection.java^268^303+org/gjt/sp/jedit/textarea/Selection.java^660^695,36,False,I_N,YY_N,0ee8640^ca70965,2
